categories,primaryCategories,reviewsdate,reviewstext,reviewstitle,sentiment,review_year,review_month,review_day
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-17 00:00:00+00:00,awesom abl control light lot control,cool,Positive,2018,1,17
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-23 00:00:00+00:00,good tablet wife love would recommend,great tablet reader,Positive,2017,1,23
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-05 00:00:00+00:00,advertis fun set amaz even use secur,great gizmo,Positive,2018,1,5
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-03-16 00:00:00+00:00,great littl tablet someon alway go,awesom tablet,Positive,2017,3,16
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-05-20 00:00:00+00:00,love said easi usesh love much,brought sister birthday,Positive,2016,5,20
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2017-09-15 00:00:00+00:00,kindl great read go cant carri around lot book,great reader,Positive,2017,9,15
"Computers & Tablets,E-Readers & Accessories,eBook Readers,Kindle E-readers",Electronics,2015-07-23 00:00:00+00:00,got product boyfriend absolut love use time read held couldnt believ small lightweight cool,small slim,Positive,2015,7,23
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-23 00:00:00+00:00,easi intuit critic easier go right applic instead watch advertis figur exit,easi intuit,Positive,2017,1,23
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-09-11 00:00:00+00:00,bought tablet son dont like touch screen poor qualiti hard move thing around play game prefer ipad use know ipad qualiti probabl best qualiti way frustrat return,poor qualiti,Negative,2016,9,11
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-19 00:00:00+00:00,great home becom invalu,wonder gadget,Positive,2017,12,19
"Tablets,Fire Tablets,Computers & Tablets,All Tablets",Electronics,2017-01-16 00:00:00+00:00,got tablet spous never one perfect,great tablet,Positive,2017,1,16
"Tablets,Fire Tablets,Electronics,iPad & Tablets,Android Tablets,Computers & Tablets,All Tablets",Electronics,2016-12-16 00:00:00+00:00,second kindl fire live amazonso descript,read review,Positive,2016,12,16
"Fire Tablets,Tablets,Computers/Tablets & Networking,Other Computers & Networking,Computers & Tablets,All Tablets",Electronics,2017-02-03 00:00:00+00:00,easi use lightweight would recommend anyon,tab,Positive,2017,2,3
"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2018-05-24 00:00:00+00:00,got dad christma like speaker sound better also enjoy abl make video call,great stepup echo dot,Positive,2018,5,24
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-02 00:00:00+00:00,must excel technolog great design sleek look happi unit,smart system,Positive,2018,1,2
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-25 00:00:00+00:00,year old grandson enjoy play tablet say play think program game play point probabl realiz enjoy game also learn enjoy lot,great product,Positive,2017,1,25
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-07-26 00:00:00+00:00,bought kindl past time one came defect port bent hard charg still possibl come differ color gb enough space kid camera ok qualiti best ok pic taken kid,came defect,Neutral,2017,7,26
"Fire Tablets,Tablets,Computers/Tablets & Networking,Other Computers & Networking,Computers & Tablets,All Tablets",Electronics,2017-01-24 00:00:00+00:00,got daughterinlaw love exactli need,great tablet,Positive,2017,1,24
"Tablets,Fire Tablets,Computers & Tablets,All Tablets",Electronics,2016-12-24 00:00:00+00:00,last model kindl hdx terribl purchas model kindl last model great last year replac time problem slot sd card defect gave bought newest model shut complet tri plug extern speaker sometim shut reason go back first year go last year kindl unless make qualiti phooey,impress last kindl,Negative,2016,12,24
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-03-02 00:00:00+00:00,love echo show screen clear sound high qualiti,amazon echo show,Positive,2018,3,2
"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-11-12 00:00:00+00:00,life amp featur devic ad new dimens everyday routin pertin usabl inform simpli ask superb product,awesom,Positive,2017,11,12
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-18 00:00:00+00:00,surprisingli entertain divers select app make fun addit hous ad light enabl plug add fun practic well,work advertis lot fun,Positive,2018,1,18
"Fire Tablets,Computers/Tablets & Networking,Tablets,All Tablets,Amazon Tablets,Frys,Computers & Tablets,Tablets & eBook Readers",Electronics,2017-05-17 00:00:00+00:00,bought friend basic need money concern,fantast tablet simplic,Positive,2017,5,17
"eBook Readers,Fire Tablets,Electronics Features,Tablets,Amazon Tablets,College Ipads & Tablets,Electronics,Electronics Deals,College Electronics,Featured Brands,All Tablets,Computers & Tablets,Back To College,Amazon Devices,Tablets & E-Readers","Office Supplies,Electronics",2017-02-03 00:00:00+00:00,love big screen clear pictur fast load batteri last long use everi day,great tablet game internet search,Positive,2017,2,3
"Computers,Electronics Features,Tablets,Electronics,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Computers & Tablets,Amazon,Tablets & eBook Readers",Electronics,2017-03-16 00:00:00+00:00,great buy lot read glear screen awesom sun,great,Positive,2017,3,16
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-12-23 00:00:00+00:00,kid like much price low tablet light weight,great toy kid,Positive,2016,12,23
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-03-11 00:00:00+00:00,tablet work well slim design perfect highli recommend purchas tablet,great tablet,Positive,2017,3,11
"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2017-04-28 00:00:00+00:00,good eread batteri last week,great eread,Positive,2017,4,28
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-09-16 00:00:00+00:00,granddaught love use school work,great,Positive,2016,9,16
"Computers & Tablets,E-Readers & Accessories,eBook Readers,Kindle E-readers",Electronics,2015-03-27 00:00:00+00:00,easi use huge select book recomend,great product,Positive,2015,3,27
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2017-02-03 00:00:00+00:00,fought long time kindl awesom newer version adjust light best,kindl,Positive,2017,2,3
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-05 00:00:00+00:00,great devic free phone great internet game radio etc,gret devic,Positive,2017,1,5
"Kindle E-readers,Electronics Features,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers",Electronics,2016-06-13 00:00:00+00:00,nice kindl great batteri life old kindl abl upgrad got new kindl pleas product arriv promis bestbuycom,amaz amazon,Positive,2016,6,13
"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2017-02-17 00:00:00+00:00,nice camera learn use easi,great camera,Positive,2017,2,17
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-23 00:00:00+00:00,pretti fun littl gadget kid love play even sure thing yet,neat gadget,Positive,2017,12,23
"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2016-12-14 00:00:00+00:00,bought gift wife love work expect,great speaker,Positive,2016,12,14
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-09-23 00:00:00+00:00,exist amazon prime member brainer parent control kid decent tablet durabl use good price,great young kid,Positive,2016,9,23
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2017-01-23 00:00:00+00:00,good size read screen easi read even sun light easi read fit n small bag carri around,great size qualiti,Positive,2017,1,23
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-09-09 00:00:00+00:00,kindl fire small everyth young child worth low cost paid,money worth,Positive,2016,9,9
"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-30 00:00:00+00:00,price great littl tablet limit app avail use reason gave rather star hope amazon allow perform better soon,nice lower price tablet,Positive,2017,1,30
"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-28 00:00:00+00:00,want tri technolog cool sometim would prefer hear alexa repli ask turn light,alexa turn light,Positive,2018,1,28
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2017-12-01 00:00:00+00:00,kindl allow download sever book easili fit purs light weight,kindl great travel,Positive,2017,12,1
"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-02-13 00:00:00+00:00,batteri life isnt great overal paid good tablet kid inadvert purchas wrong color return store exchang store mgr bit jerk would allow despit elit plu day asid good tablet disappoint custom servic issu,pretti solid price,Positive,2017,2,13
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2017-03-15 00:00:00+00:00,ive want kindl decid get bb put sale disappoint,great product great price,Positive,2017,3,15
"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2017-06-09 00:00:00+00:00,love kindl black read hour without make eye sore way phone screen would function easi use everyth set clearli simpli shape ador surprisingli light batteri last long time,give promis,Positive,2017,6,9
